Key,Title,Side Effects,% of Side Effects, Labels,% of Labels,ParentKey,Url
G03GB881,"Clomiphene citrate",204,3.47,10,0.03,nd880,http://sideeffects.embl.de/drugs/2800
nd882,"G03H - ANTIANDROGENS",88,1.5,1,0.0,nd840,
nd883,"G03HA - Antiandrogens, plain",88,1.5,1,0.0,nd882,
G03HA884,"Cyproterone",88,1.5,1,0.0,nd883,http://sideeffects.embl.de/drugs/3015
nd885,"G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM",211,3.59,22,0.07,nd840,
nd886,"G03XA - Antigonadotropins and similar agents",91,1.55,6,0.02,nd885,
G03XA887,"Danazol",91,1.55,6,0.02,nd886,http://sideeffects.embl.de/drugs/2949
nd888,"G03XB - Progesterone receptor modulators",79,1.34,2,0.01,nd885,
G03XB889,"Mifepristone",79,1.34,2,0.01,nd888,http://sideeffects.embl.de/drugs/4196
nd890,"G03XC - Selective estrogen receptor modulators",102,1.73,14,0.05,nd885,
G03XC891,"Bazedoxifene",38,0.65,1,0.0,nd890,http://sideeffects.embl.de/drugs/154256
G03XC892,"Raloxifene",80,1.36,13,0.04,nd890,http://sideeffects.embl.de/drugs/5035
nd893,"G04 - UROLOGICALS",708,12.04,618,2.04,nd792,
nd894,"G04B - UROLOGICALS",638,10.85,398,1.32,nd893,
nd895,"G04BA - Acidifiers",37,0.63,24,0.08,nd894,
G04BA896,"Glucose",37,0.63,24,0.08,nd895,http://sideeffects.embl.de/drugs/206
nd897,"G04BD - Drugs for urinary frequency and incontinence",293,4.98,187,0.62,nd894,
G04BD898,"Darifenacin",80,1.36,13,0.04,nd897,http://sideeffects.embl.de/drugs/72054
G04BD899,"Fesoterodine",70,1.19,6,0.02,nd897,http://sideeffects.embl.de/drugs/6918558
G04BD900,"Flavoxate",17,0.29,8,0.03,nd897,http://sideeffects.embl.de/drugs/3354
G04BD901,"Oxybutynin",195,3.32,91,0.3,nd897,http://sideeffects.embl.de/drugs/4634
G04BD902,"Solifenacin",74,1.26,14,0.05,nd897,http://sideeffects.embl.de/drugs/154058
G04BD903,"Tolterodine",45,0.77,43,0.14,nd897,http://sideeffects.embl.de/drugs/5512
G04BD904,"Trospium chloride",106,1.8,12,0.04,nd897,http://sideeffects.embl.de/drugs/5596
nd905,"G04BE - Drugs used in erectile dysfunction",482,8.2,156,0.52,nd894,
G04BE906,"Apomorphine",47,0.8,4,0.01,nd905,http://sideeffects.embl.de/drugs/2215
G04BE907,"PGE1",162,2.76,12,0.04,nd905,http://sideeffects.embl.de/drugs/214
G04BE908,"Papaverine",14,0.24,1,0.0,nd905,http://sideeffects.embl.de/drugs/4680
G04BE909,"Phentolamine",36,0.61,6,0.02,nd905,http://sideeffects.embl.de/drugs/5775
G04BE910,"Sildenafil",302,5.14,50,0.17,nd905,http://sideeffects.embl.de/drugs/5212
G04BE911,"Tadalafil",138,2.35,43,0.14,nd905,http://sideeffects.embl.de/drugs/110635
G04BE912,"Vardenafil",147,2.5,40,0.13,nd905,http://sideeffects.embl.de/drugs/110634
nd913,"G04BX - Other urologicals",39,0.66,31,0.1,nd894,
G04BX914,"Acetohydroxamic acid",25,0.43,1,0.0,nd913,http://sideeffects.embl.de/drugs/1990
G04BX915,"DMSO",2,0.03,1,0.0,nd913,http://sideeffects.embl.de/drugs/679
G04BX916,"Phenylazo",17,0.29,29,0.1,nd913,http://sideeffects.embl.de/drugs/4756
nd917,"G04C - DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY",228,3.88,220,0.73,nd893,
nd918,"G04CA - Alpha-adrenoreceptor antagonists",194,3.3,152,0.5,nd917,
G04CA919,"Alfuzosin",86,1.46,20,0.07,nd918,http://sideeffects.embl.de/drugs/2092
G04CA920,"Silodosin",48,0.82,6,0.02,nd918,http://sideeffects.embl.de/drugs/656628
G04CA921,"Tamsulosin",103,1.75,75,0.25,nd918,http://sideeffects.embl.de/drugs/60146
G04CA922,"Terazosin",103,1.75,51,0.17,nd918,http://sideeffects.embl.de/drugs/5401
nd923,"G04CB - Testosterone-5-alpha reductase inhibitors",67,1.14,68,0.22,nd917,
G04CB924,"Dutasteride",44,0.75,5,0.02,nd923,http://sideeffects.embl.de/drugs/152945
G04CB925,"Finasteride",46,0.78,63,0.21,nd923,http://sideeffects.embl.de/drugs/3350
nd926,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",952,16.19,1148,3.79,null,
nd927,"H01 - PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES",604,10.27,160,0.53,nd926,
nd928,"H01A - ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES",119,2.02,11,0.04,nd927,
nd929,"H01AA - ACTH",102,1.73,10,0.03,nd928,
H01AA930,"ACTH(1-39",60,1.02,1,0.0,nd929,http://sideeffects.embl.de/drugs/16132265
H01AA931,"Cosyntropin",80,1.36,9,0.03,nd929,http://sideeffects.embl.de/drugs/16129617
nd932,"H01AB - Thyrotropin",22,0.37,1,0.0,nd928,
H01AB933,"Protirelin",22,0.37,1,0.0,nd932,http://sideeffects.embl.de/drugs/32281
nd934,"H01B - POSTERIOR PITUITARY LOBE HORMONES",181,3.08,77,0.25,nd927,
nd935,"H01BA - Vasopressin and analogues",159,2.7,65,0.21,nd934,
H01BA936,"Argenine vasopressin",19,0.32,3,0.01,nd935,http://sideeffects.embl.de/drugs/8230
H01BA937,"Desmopressin",125,2.13,54,0.18,nd935,http://sideeffects.embl.de/drugs/27991
H01BA938,"Terlipressin",38,0.65,2,0.01,nd935,http://sideeffects.embl.de/drugs/72081
H01BA939,"Vasopressin",22,0.37,6,0.02,nd935,http://sideeffects.embl.de/drugs/11979316
nd940,"H01BB - Oxytocin and analogues",50,0.85,12,0.04,nd934,
H01BB941,"Oxytocin injection",50,0.85,12,0.04,nd940,http://sideeffects.embl.de/drugs/5771
nd942,"H01C - HYPOTHALAMIC HORMONES",465,7.91,72,0.24,nd927,
nd943,"H01CA - Gonadotropin-releasing hormones",213,3.62,13,0.04,nd942,
H01CA944,"Gonadorelin",46,0.78,3,0.01,nd943,http://sideeffects.embl.de/drugs/36523
H01CA945,"Histrelin",120,2.04,6,0.02,nd943,http://sideeffects.embl.de/drugs/25077993
H01CA946,"Nafarelin",101,1.72,4,0.01,nd943,http://sideeffects.embl.de/drugs/25077405
nd947,"H01CB - Somatostatin and analogues",313,5.32,46,0.15,nd942,
H01CB948,"Lanreotide",136,2.31,6,0.02,nd947,http://sideeffects.embl.de/drugs/71348
H01CB949,"Octreotide",246,4.18,40,0.13,nd947,http://sideeffects.embl.de/drugs/54373
nd950,"H01CC - Anti-gonadotropin-releasing hormones",59,1.0,13,0.04,nd942,
H01CC951,"Cetrorelix",32,0.54,7,0.02,nd950,http://sideeffects.embl.de/drugs/25074886
H01CC952,"Org 37462",40,0.68,6,0.02,nd950,http://sideeffects.embl.de/drugs/16130957
nd953,"H02 - CORTICOSTEROIDS FOR SYSTEMIC USE",392,6.67,554,1.83,nd926,
nd954,"H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",392,6.67,554,1.83,nd953,
nd955,"H02AA - Mineralocorticoids",70,1.19,11,0.04,nd954,
H02AA956,"Fludrocortisone",70,1.19,11,0.04,nd955,http://sideeffects.embl.de/drugs/31378
nd957,"H02AB - Glucocorticoids",390,6.63,543,1.79,nd954,
H02AB958,"Cortisol",197,3.35,113,0.37,nd957,http://sideeffects.embl.de/drugs/3640
H02AB959,"Cortisone",55,0.94,5,0.02,nd957,http://sideeffects.embl.de/drugs/222786
H02AB960,"Dexamethasone",215,3.66,124,0.41,nd957,http://sideeffects.embl.de/drugs/3003
H02AB961,"Methylprednisolone",192,3.27,72,0.24,nd957,http://sideeffects.embl.de/drugs/4159
H02AB962,"Prednisolone",109,1.85,48,0.16,nd957,http://sideeffects.embl.de/drugs/4894
H02AB963,"Prednisone",219,3.72,149,0.49,nd957,http://sideeffects.embl.de/drugs/4900
H02AB964,"Rimexolone",28,0.48,3,0.01,nd957,http://sideeffects.embl.de/drugs/39507
H02AB965,"Triamcinolone",150,2.55,29,0.1,nd957,http://sideeffects.embl.de/drugs/5544
nd966,"H03 - THYROID THERAPY",123,2.09,356,1.18,nd926,
nd967,"H03A - THYROID PREPARATIONS",62,1.05,319,1.05,nd966,
nd968,"H03AA - Thyroid hormones",62,1.05,319,1.05,nd967,
H03AA969,"Thyroxine",57,0.97,317,1.05,nd968,http://sideeffects.embl.de/drugs/853
H03AA970,"Triiodothyronine",11,0.19,2,0.01,nd968,http://sideeffects.embl.de/drugs/861
nd971,"H03B - ANTITHYROID PREPARATIONS",71,1.21,37,0.12,nd966,
nd972,"H03BA - Thiouracils",45,0.77,11,0.04,nd971,
H03BA973,"Propylthiouracil",45,0.77,11,0.04,nd972,http://sideeffects.embl.de/drugs/657298
nd974,"H03BB - Sulfur-containing imidazole derivatives",55,0.94,26,0.09,nd971,
H03BB975,"Carbimazole",41,0.7,1,0.0,nd974,http://sideeffects.embl.de/drugs/31072
H03BB976,"Methimazole",29,0.49,25,0.08,nd974,http://sideeffects.embl.de/drugs/1349907
nd977,"H04 - PANCREATIC HORMONES",10,0.17,6,0.02,nd926,
nd978,"H04A - GLYCOGENOLYTIC HORMONES",10,0.17,6,0.02,nd977,
nd979,"H04AA - Glycogenolytic hormones",10,0.17,6,0.02,nd978,
H04AA980,"Glucagon",10,0.17,6,0.02,nd979,http://sideeffects.embl.de/drugs/16132283
nd981,"H05 - CALCIUM HOMEOSTASIS",324,5.51,72,0.24,nd926,
nd982,"H05A - PARATHYROID HORMONES AND ANALOGUES",107,1.82,13,0.04,nd981,
nd983,"H05AA - Parathyroid hormones and analogues",107,1.82,13,0.04,nd982,
H05AA984,"ALX 111",37,0.63,1,0.0,nd983,http://sideeffects.embl.de/drugs/3325225
H05AA985,"Forteo",95,1.62,12,0.04,nd983,http://sideeffects.embl.de/drugs/16129682
nd986,"H05B - ANTI-PARATHYROID AGENTS",289,4.91,59,0.2,nd981,
nd987,"H05BA - Calcitonin preparations",174,2.96,15,0.05,nd986,
H05BA988,"Salmon calcitonin acetate",174,2.96,15,0.05,nd987,http://sideeffects.embl.de/drugs/16129616
nd989,"H05BX - Other anti-parathyroid agents",199,3.38,44,0.15,nd986,
H05BX990,"Cinacalcet",54,0.92,11,0.04,nd989,http://sideeffects.embl.de/drugs/156418
H05BX991,"Doxercalciferol",54,0.92,25,0.08,nd989,http://sideeffects.embl.de/drugs/4479094
H05BX992,"Paricalcitol",174,2.96,8,0.03,nd989,http://sideeffects.embl.de/drugs/77996
nd993,"J - ANTIINFECTIVES FOR SYSTEMIC USE",2183,37.13,4515,14.93,null,
nd994,"J01 - ANTIBACTERIALS FOR SYSTEMIC USE",1413,24.03,2930,9.69,nd993,
nd995,"J01A - TETRACYCLINES",332,5.65,288,0.95,nd994,
nd996,"J01AA - Tetracyclines",332,5.65,288,0.95,nd995,
J01AA997,"Demeclocycline",45,0.77,13,0.04,nd996,http://sideeffects.embl.de/drugs/51601240
J01AA998,"Doxycycline",150,2.55,177,0.59,nd996,http://sideeffects.embl.de/drugs/25880656
J01AA999,"Lymecycline",49,0.83,1,0.0,nd996,http://sideeffects.embl.de/drugs/54687131
J01AA1000,"Minocycline",136,2.31,70,0.23,nd996,http://sideeffects.embl.de/drugs/26275995
J01AA1001,"Oxytetracycline",27,0.46,1,0.0,nd996,http://sideeffects.embl.de/drugs/44134877
J01AA1002,"Tetracycline",37,0.63,17,0.06,nd996,http://sideeffects.embl.de/drugs/25880664
J01AA1003,"Tigecycline",162,2.76,9,0.03,nd996,http://sideeffects.embl.de/drugs/54681041
nd1004,"J01B - AMPHENICOLS",52,0.88,9,0.03,nd994,
nd1005,"J01BA - Amphenicols",52,0.88,9,0.03,nd1004,
J01BA1006,"Chloramphenicol",52,0.88,9,0.03,nd1005,http://sideeffects.embl.de/drugs/298
nd1007,"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS",252,4.29,300,0.99,nd994,
nd1008,"J01CA - Penicillins with extended spectrum",146,2.48,213,0.7,nd1007,
J01CA1009,"Amoxicillin",77,1.31,171,0.57,nd1008,http://sideeffects.embl.de/drugs/2171
J01CA1010,"Ampicillin",26,0.44,36,0.12,nd1008,http://sideeffects.embl.de/drugs/2173
J01CA1011,"Carbenicillin",25,0.43,1,0.0,nd1008,http://sideeffects.embl.de/drugs/2559
J01CA1012,"Piperacillin",95,1.62,5,0.02,nd1008,http://sideeffects.embl.de/drugs/4834
nd1013,"J01CE - Beta-lactamase sensitive penicillins",135,2.3,52,0.17,nd1007,
J01CE1014,"Benzathine penicillin",90,1.53,2,0.01,nd1013,http://sideeffects.embl.de/drugs/15232
J01CE1015,"Penicillin",124,2.11,17,0.06,nd1013,http://sideeffects.embl.de/drugs/2349
J01CE1016,"Penicillin V",19,0.32,32,0.11,nd1013,http://sideeffects.embl.de/drugs/4730
J01CE1017,"Procaine penicillin",29,0.49,1,0.0,nd1013,http://sideeffects.embl.de/drugs/22502
nd1018,"J01CF - Beta-lactamase resistant penicillins",101,1.72,35,0.12,nd1007,
J01CF1019,"Dicloxacillin",68,1.16,17,0.06,nd1018,http://sideeffects.embl.de/drugs/3040
J01CF1020,"Flucloxacillin",61,1.04,3,0.01,nd1018,http://sideeffects.embl.de/drugs/3364
J01CF1021,"Oxacillin",39,0.66,15,0.05,nd1018,http://sideeffects.embl.de/drugs/4607
nd1022,"J01D - OTHER BETA-LACTAM ANTIBACTERIALS",565,9.61,633,2.09,nd994,
nd1023,"J01DB - First-generation cephalosporins",108,1.84,210,0.69,nd1022,
J01DB1024,"Cefadroxil",53,0.9,35,0.12,nd1023,http://sideeffects.embl.de/drugs/2610
J01DB1025,"Cefazolin",75,1.28,70,0.23,nd1023,http://sideeffects.embl.de/drugs/2617
J01DB1026,"Cephalexin",67,1.14,105,0.35,nd1023,http://sideeffects.embl.de/drugs/2666
nd1027,"J01DC - Second-generation cephalosporins",196,3.33,154,0.51,nd1022,
J01DC1028,"Cefaclor",129,2.19,20,0.07,nd1027,http://sideeffects.embl.de/drugs/2609
J01DC1029,"Cefotetan",36,0.61,14,0.05,nd1027,http://sideeffects.embl.de/drugs/50614
J01DC1030,"Cefoxitin",57,0.97,21,0.07,nd1027,http://sideeffects.embl.de/drugs/2637
J01DC1031,"Cefprozil",52,0.88,44,0.15,nd1027,http://sideeffects.embl.de/drugs/2646
J01DC1032,"Cefuroxime",112,1.9,55,0.18,nd1027,http://sideeffects.embl.de/drugs/2658
nd1033,"J01DD - Third-generation cephalosporins",309,5.26,198,0.65,nd1022,
J01DD1034,"Cefdinir",90,1.53,30,0.1,nd1033,http://sideeffects.embl.de/drugs/6398970
J01DD1035,"Cefditoren",101,1.72,14,0.05,nd1033,http://sideeffects.embl.de/drugs/444006
J01DD1036,"Cefixime",55,0.94,10,0.03,nd1033,http://sideeffects.embl.de/drugs/2675
J01DD1037,"Cefotaxime",51,0.87,15,0.05,nd1033,http://sideeffects.embl.de/drugs/2631
J01DD1038,"Cefpodoxime",161,2.74,10,0.03,nd1033,http://sideeffects.embl.de/drugs/54547
J01DD1039,"Ceftazidime",80,1.36,30,0.1,nd1033,http://sideeffects.embl.de/drugs/2650
J01DD1040,"Ceftizoxime",39,0.66,3,0.01,nd1033,http://sideeffects.embl.de/drugs/2655
J01DD1041,"Ceftriaxone",99,1.68,83,0.27,nd1033,http://sideeffects.embl.de/drugs/2656
J01DD1042,"Cephem",58,0.99,3,0.01,nd1033,http://sideeffects.embl.de/drugs/2654
nd1043,"J01DE - Fourth-generation cephalosporins",85,1.45,28,0.09,nd1022,
J01DE1044,"Cefepime",85,1.45,28,0.09,nd1043,http://sideeffects.embl.de/drugs/2622
nd1045,"J01DF - Monobactams",77,1.31,20,0.07,nd1022,
J01DF1046,"Aztreonam",77,1.31,20,0.07,nd1045,http://sideeffects.embl.de/drugs/2274
nd1047,"J01DH - Carbapenems",327,5.56,23,0.08,nd1022,
J01DH1048,"Doripenem",33,0.56,3,0.01,nd1047,http://sideeffects.embl.de/drugs/73303
J01DH1049,"Ertapenem",271,4.61,14,0.05,nd1047,http://sideeffects.embl.de/drugs/150610
J01DH1050,"Meropenem",131,2.23,6,0.02,nd1047,http://sideeffects.embl.de/drugs/60706
nd1051,"J01E - SULFONAMIDES AND TRIMETHOPRIM",131,2.23,36,0.12,nd994,
nd1052,"J01EA - Trimethoprim and derivatives",88,1.5,14,0.05,nd1051,
J01EA1053,"Trimethoprim",88,1.5,14,0.05,nd1052,http://sideeffects.embl.de/drugs/5578
nd1054,"J01EB - Short-acting sulfonamides",2,0.03,1,0.0,nd1051,
J01EB1055,"Sulfonamide",2,0.03,1,0.0,nd1054,http://sideeffects.embl.de/drugs/5333
nd1056,"J01EC - Intermediate-acting sulfonamides",89,1.51,20,0.07,nd1051,
J01EC1057,"Sulfadiazine",61,1.04,19,0.06,nd1056,http://sideeffects.embl.de/drugs/5215
J01EC1058,"Sulfamethoxazole",74,1.26,1,0.0,nd1056,http://sideeffects.embl.de/drugs/5329
nd1059,"J01EE - Combinations of sulfonamides and trimethoprim, incl. derivatives",77,1.31,1,0.0,nd1051,
J01EE1060,"Trimethoprim-sulfamethoxazole",77,1.31,1,0.0,nd1059,http://sideeffects.embl.de/drugs/358641
nd1061,"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",434,7.38,493,1.63,nd994,
nd1062,"J01FA - Macrolides",350,5.95,370,1.22,nd1061,
J01FA1063,"Azithromycin",169,2.87,178,0.59,nd1062,http://sideeffects.embl.de/drugs/2269
J01FA1064,"Clarithromycin",206,3.5,78,0.26,nd1062,http://sideeffects.embl.de/drugs/54688
J01FA1065,"Erythromycin",58,0.99,103,0.34,nd1062,http://sideeffects.embl.de/drugs/3255
J01FA1066,"Roxithromycin",38,0.65,6,0.02,nd1062,http://sideeffects.embl.de/drugs/5106
J01FA1067,"Telithromycin",138,2.35,5,0.02,nd1062,http://sideeffects.embl.de/drugs/73658
nd1068,"J01FF - Lincosamides",164,2.79,123,0.41,nd1061,
J01FF1069,"Clindamycin",145,2.47,118,0.39,nd1068,http://sideeffects.embl.de/drugs/2786
J01FF1070,"Lincomycin",51,0.87,5,0.02,nd1068,http://sideeffects.embl.de/drugs/3928
nd1071,"J01G - AMINOGLYCOSIDE ANTIBACTERIALS",215,3.66,129,0.43,nd994,
nd1072,"J01GA - Streptomycins",23,0.39,2,0.01,nd1071,
J01GA1073,"Streptomycin",23,0.39,2,0.01,nd1072,http://sideeffects.embl.de/drugs/5297
nd1074,"J01GB - Other aminoglycosides",210,3.57,127,0.42,nd1071,
J01GB1075,"Amikacin",26,0.44,4,0.01,nd1074,http://sideeffects.embl.de/drugs/2142
J01GB1076,"Gentamicin",66,1.12,58,0.19,nd1074,http://sideeffects.embl.de/drugs/3467
J01GB1077,"Kanamycin",24,0.41,1,0.0,nd1074,http://sideeffects.embl.de/drugs/815
J01GB1078,"Neomycin",21,0.36,9,0.03,nd1074,http://sideeffects.embl.de/drugs/4454
J01GB1079,"Tobramycin",158,2.69,55,0.18,nd1074,http://sideeffects.embl.de/drugs/5496
nd1080,"J01M - QUINOLONE ANTIBACTERIALS",883,15.02,686,2.27,nd994,
nd1081,"J01MA - Fluoroquinolones",878,14.93,677,2.24,nd1080,
J01MA1082,"Ciprofloxacin",454,7.72,291,0.96,nd1081,http://sideeffects.embl.de/drugs/2764
J01MA1083,"Gatifloxacin",163,2.77,35,0.12,nd1081,http://sideeffects.embl.de/drugs/5379
J01MA1084,"Gemifloxacin",140,2.38,18,0.06,nd1081,http://sideeffects.embl.de/drugs/72938
J01MA1085,"Lomefloxacin",168,2.86,7,0.02,nd1081,http://sideeffects.embl.de/drugs/3948
J01MA1086,"Moxifloxacin",396,6.73,58,0.19,nd1081,http://sideeffects.embl.de/drugs/4259
J01MA1087,"Norfloxacin",152,2.59,10,0.03,nd1081,http://sideeffects.embl.de/drugs/4539
J01MA1088,"Ofloxacin",435,7.4,254,0.84,nd1081,http://sideeffects.embl.de/drugs/4583
J01MA1089,"Sparfloxacin",200,3.4,3,0.01,nd1081,http://sideeffects.embl.de/drugs/5257
J01MA1090,"Trovafloxacin",182,3.1,1,0.0,nd1081,http://sideeffects.embl.de/drugs/62959
nd1091,"J01MB - Other quinolones",52,0.88,9,0.03,nd1080,
J01MB1092,"Cinoxacin",26,0.44,3,0.01,nd1091,http://sideeffects.embl.de/drugs/2762
J01MB1093,"Nalidixic acid",42,0.71,6,0.02,nd1091,http://sideeffects.embl.de/drugs/4421
nd1094,"J01X - OTHER ANTIBACTERIALS",499,8.49,356,1.18,nd994,
nd1095,"J01XA - Glycopeptide antibacterials",184,3.13,62,0.2,nd1094,
J01XA1096,"Dalbavancin",46,0.78,1,0.0,nd1095,http://sideeffects.embl.de/drugs/44567678
J01XA1097,"Nuvocid",44,0.75,1,0.0,nd1095,http://sideeffects.embl.de/drugs/16129632
J01XA1098,"Telavancin",120,2.04,4,0.01,nd1095,http://sideeffects.embl.de/drugs/3081362
J01XA1099,"Vancocine",84,1.43,56,0.19,nd1095,http://sideeffects.embl.de/drugs/5651
nd1100,"J01XB - Polymyxins",16,0.27,5,0.02,nd1094,
J01XB1101,"Polymyxin B",16,0.27,5,0.02,nd1100,http://sideeffects.embl.de/drugs/4868
nd1102,"J01XC - Steroid antibacterials",55,0.94,2,0.01,nd1094,
J01XC1103,"Fusidic acid",55,0.94,2,0.01,nd1102,http://sideeffects.embl.de/drugs/3443
nd1104,"J01XD - Imidazole derivatives",239,4.06,165,0.55,nd1094,
J01XD1105,"Metronidazole",212,3.61,155,0.51,nd1104,http://sideeffects.embl.de/drugs/4173
J01XD1106,"Tinidazole",80,1.36,10,0.03,nd1104,http://sideeffects.embl.de/drugs/5479
nd1107,"J01XE - Nitrofuran derivatives",81,1.38,63,0.21,nd1094,
J01XE1108,"Nitrofurantoin",81,1.38,63,0.21,nd1107,http://sideeffects.embl.de/drugs/4509
nd1109,"J01XX - Other antibacterials",262,4.46,59,0.2,nd1094,
J01XX1110,"CAS 1405-87-4",6,0.1,7,0.02,nd1109,http://sideeffects.embl.de/drugs/65281
J01XX1111,"Fosfomycin",54,0.92,1,0.0,nd1109,http://sideeffects.embl.de/drugs/3417
J01XX1112,"LY146032",175,2.98,19,0.06,nd1109,http://sideeffects.embl.de/drugs/16129629
J01XX1113,"Linezolid",116,1.97,22,0.07,nd1109,http://sideeffects.embl.de/drugs/3929
J01XX1114,"Methenamine silver",9,0.15,9,0.03,nd1109,http://sideeffects.embl.de/drugs/4101
J01XX1115,"Spectinomycin",12,0.2,1,0.0,nd1109,http://sideeffects.embl.de/drugs/2021
nd1116,"J02 - ANTIMYCOTICS FOR SYSTEMIC USE",889,15.12,357,1.18,nd993,
nd1117,"J02A - ANTIMYCOTICS FOR SYSTEMIC USE",889,15.12,357,1.18,nd1116,
nd1118,"J02AA - Antibiotics",301,5.12,10,0.03,nd1117,
J02AA1119,"Amphotericin B",301,5.12,10,0.03,nd1118,http://sideeffects.embl.de/drugs/1972
nd1120,"J02AB - Imidazole derivatives",141,2.4,58,0.19,nd1117,
J02AB1121,"Ketoconazole",110,1.87,51,0.17,nd1120,http://sideeffects.embl.de/drugs/3823
J02AB1122,"Miconazole",57,0.97,7,0.02,nd1120,http://sideeffects.embl.de/drugs/4189
nd1123,"J02AC - Triazole derivatives",661,11.24,234,0.77,nd1117,
J02AC1124,"Fluconazole",134,2.28,114,0.38,nd1123,http://sideeffects.embl.de/drugs/3365
J02AC1125,"Itraconazole",199,3.38,29,0.1,nd1123,http://sideeffects.embl.de/drugs/3793
J02AC1126,"Posaconazole",400,6.8,8,0.03,nd1123,http://sideeffects.embl.de/drugs/147912
J02AC1127,"Voriconazole",368,6.26,83,0.27,nd1123,http://sideeffects.embl.de/drugs/71616
nd1128,"J02AX - Other antimycotics for systemic use",357,6.07,55,0.18,nd1117,
J02AX1129,"5-fluorocytosine",56,0.95,7,0.02,nd1128,http://sideeffects.embl.de/drugs/3366
J02AX1130,"Anidulafungin",118,2.01,10,0.03,nd1128,http://sideeffects.embl.de/drugs/166548
J02AX1131,"Cancidas",258,4.39,22,0.07,nd1128,http://sideeffects.embl.de/drugs/123623
J02AX1132,"FK463",157,2.67,16,0.05,nd1128,http://sideeffects.embl.de/drugs/477468
nd1133,"J04 - ANTIMYCOBACTERIALS",409,6.96,144,0.48,nd993,
nd1134,"J04A - DRUGS FOR TREATMENT OF TUBERCULOSIS",372,6.33,133,0.44,nd1133,
nd1135,"J04AA - Aminosalicylic acid and derivatives",47,0.8,2,0.01,nd1134,
J04AA1136,"APAs",47,0.8,2,0.01,nd1135,http://sideeffects.embl.de/drugs/4649
nd1137,"J04AB - Antibiotics",303,5.15,55,0.18,nd1134,
J04AB1138,"Capreomycin",26,0.44,2,0.01,nd1137,http://sideeffects.embl.de/drugs/2547
J04AB1139,"D-cycloserine",21,0.36,3,0.01,nd1137,http://sideeffects.embl.de/drugs/401
J04AB1140,"Rifabutin",72,1.22,10,0.03,nd1137,http://sideeffects.embl.de/drugs/5361912
J04AB1141,"Rifampicin",93,1.58,39,0.13,nd1137,http://sideeffects.embl.de/drugs/5381226
J04AB1142,"Rifapentine",185,3.15,1,0.0,nd1137,http://sideeffects.embl.de/drugs/6323497
nd1143,"J04AC - Hydrazides",42,0.71,39,0.13,nd1134,
J04AC1144,"Isoniazid",42,0.71,39,0.13,nd1143,http://sideeffects.embl.de/drugs/3767
nd1145,"J04AD - Thiocarbamide derivatives",33,0.56,2,0.01,nd1134,
J04AD1146,"Ethionamide",33,0.56,2,0.01,nd1145,http://sideeffects.embl.de/drugs/2761171
nd1147,"J04AK - Other drugs for treatment of tuberculosis",74,1.26,35,0.12,nd1134,
J04AK1148,"Ethambutol",52,0.88,29,0.1,nd1147,http://sideeffects.embl.de/drugs/3279
J04AK1149,"Pyrazinamide",34,0.58,6,0.02,nd1147,http://sideeffects.embl.de/drugs/1046
nd1150,"J04B - DRUGS FOR TREATMENT OF LEPRA",81,1.38,11,0.04,nd1133,
nd1151,"J04BA - Drugs for treatment of lepra",81,1.38,11,0.04,nd1150,
J04BA1152,"Clofazimine",43,0.73,3,0.01,nd1151,http://sideeffects.embl.de/drugs/2794
J04BA1153,"Dapsone",43,0.73,8,0.03,nd1151,http://sideeffects.embl.de/drugs/2955
nd1154,"J05 - ANTIVIRALS FOR SYSTEMIC USE",1367,23.25,1084,3.58,nd993,
nd1155,"J05A - DIRECT ACTING ANTIVIRALS",1367,23.25,1084,3.58,nd1154,
nd1156,"J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors",713,12.13,377,1.25,nd1155,
J05AB1157,"Acyclovir",150,2.55,180,0.6,nd1156,http://sideeffects.embl.de/drugs/2022
J05AB1158,"Adenosine",94,1.6,34,0.11,nd1156,http://sideeffects.embl.de/drugs/191
J05AB1159,"Cidofovir",250,4.25,4,0.01,nd1156,http://sideeffects.embl.de/drugs/60613
J05AB1160,"Famciclovir",74,1.26,21,0.07,nd1156,http://sideeffects.embl.de/drugs/3324
J05AB1161,"Ganciclovir",262,4.46,8,0.03,nd1156,http://sideeffects.embl.de/drugs/3454
J05AB1162,"IdUrd",5,0.09,1,0.0,nd1156,http://sideeffects.embl.de/drugs/3687
